Year,Yearly_Mean,Yearly_Std,Yearly_Change,Anomalies
1781,8.102583333333333,4.123823215139347,-0.20133333333333336,[]
1782,7.90125,5.368842304212333,-0.22041666666666693,[]
1783,7.680833333333333,4.941688591856925,0.1811666666666678,[]
1784,7.862000000000001,4.755231925644286,-0.49900000000000144,[]
1785,7.3629999999999995,5.000354354109984,0.8951666666666664,[]
1786,8.258166666666666,4.964199882380062,-0.22633333333333283,[]
1787,8.031833333333333,4.365839625878268,0.4153333333333329,[]
1788,8.447166666666666,4.899740687582921,-0.11299999999999955,[]
1789,8.334166666666667,4.578218172923708,-0.35183333333333344,[]
1790,7.982333333333333,4.325172353662786,0.25191666666666634,[]
1791,8.23425,4.142092066516629,-0.145249999999999,[]
1792,8.089,4.455275019569499,0.14016666666666566,[]
1793,8.229166666666666,4.423875955790603,0.2968333333333355,[]
1794,8.526000000000002,3.8742582300788024,-0.1756666666666682,[]
1795,8.350333333333333,4.0390287886514935,-0.07933333333333437,[]
1796,8.270999999999999,4.795802574474197,0.2395833333333357,[]
1797,8.510583333333335,4.128304887366673,0.1596666666666664,[]
1798,8.670250000000001,4.431188518614391,-0.1645000000000021,[]
1799,8.505749999999999,4.648588641100293,-0.021499999999997854,[]
1800,8.484250000000001,4.038995071487461,0.10541666666666671,[]
1801,8.589666666666668,3.973663597851344,-0.01150000000000162,[]
1802,8.578166666666666,4.347933682285823,-0.07516666666666616,[]
1803,8.503,5.127553185162165,0.34183333333333366,[]
1804,8.844833333333334,4.871666122134762,-0.28208333333333435,[]
1805,8.56275,4.513633664152051,-0.12866666666666582,[]
1806,8.434083333333334,4.234086805485794,-0.1526666666666685,[]
1807,8.281416666666665,4.220863822693433,-0.6545833333333322,[]
1808,7.626833333333333,4.806375346581062,-0.5504166666666661,[]
1809,7.076416666666667,4.682095087642093,-0.1537499999999996,[]
1810,6.922666666666667,3.905021560617673,-0.06316666666666748,[]
1811,6.8595,4.291585148093107,0.18674999999999997,[]
1812,7.04625,5.061722123365394,0.6936666666666671,[]
1813,7.739916666666667,5.189957088106691,-0.14816666666666567,[]
1814,7.591750000000001,3.98521568059162,-0.3524166666666675,[]
1815,7.239333333333334,4.42252151555598,-0.3018333333333336,[]
1816,6.9375,4.291838038649641,0.038166666666668014,[]
1817,6.975666666666668,4.032294762979953,0.8532499999999992,[]
1818,7.828916666666667,4.626110649677065,-0.45974999999999966,[]
1819,7.3691666666666675,4.373354925632673,0.24708333333333066,[]
1820,7.616249999999998,4.50669439325174,0.4738333333333342,[]
1821,8.090083333333332,3.7870190444537717,0.09825000000000195,[]
1822,8.188333333333334,4.138887961222864,-0.4696666666666669,[]
1823,7.7186666666666675,4.503882608989222,0.8285,[]
1824,8.547166666666667,4.097482353700732,-0.15783333333333438,[]
1825,8.389333333333333,4.042142075132387,-0.03274999999999828,[]
1826,8.356583333333335,4.254050901950856,0.45216666666666505,[]
1827,8.80875,3.996715695939188,-0.6434166666666687,[]
1828,8.165333333333331,4.593219955059364,-0.2234999999999987,[]
1829,7.941833333333332,4.411721788473168,0.5749166666666676,[]
1830,8.51675,3.8218369955864593,-0.8775833333333329,[]
1831,7.639166666666667,4.199200436458773,-0.18900000000000006,[]
1832,7.450166666666667,4.432634785191409,0.5628333333333346,[]
1833,8.013000000000002,4.184267817273014,0.13374999999999915,[]
1834,8.14675,4.443264755503548,-0.7542500000000016,[]
1835,7.392499999999999,4.002823763711479,0.3033333333333337,[]
1836,7.695833333333333,4.194647339831509,-0.3201666666666654,[]
1837,7.3756666666666675,4.202403743361914,0.13924999999999965,[]
1838,7.514916666666667,4.791349400366132,0.11733333333333196,[]
1839,7.632249999999999,4.636840377617069,0.16400000000000148,[]
1840,7.796250000000001,4.577621782923967,-0.10808333333333398,[]
1841,7.688166666666667,4.701305737652987,0.3345833333333337,[]
1842,8.02275,4.045460235972334,0.15091666666666725,[]
1843,8.173666666666668,3.8689661696921336,-0.5273333333333339,[]
1844,7.646333333333334,4.375969079974045,0.2048333333333341,[]
1845,7.851166666666668,4.454209298205712,0.7015833333333319,[]
1846,8.55275,4.170513180353228,-0.46674999999999933,[]
1847,8.086,4.278874248366424,-0.1064999999999996,[]
1848,7.979500000000001,4.471215280360959,0.004916666666666458,[]
1849,7.984416666666667,4.36530081930851,-0.0837500000000011,[]
1850,7.900666666666666,4.52561548914129,0.27791666666666615,[]
1851,8.178583333333332,4.454747943829769,-0.07841666666666569,[]
1852,8.100166666666667,4.359584036605123,-0.05833333333333357,[]
1853,8.041833333333333,4.61929000376561,0.16866666666666674,[]
1854,8.2105,4.526887239962283,-0.099750000000002,[]
1855,8.110749999999998,4.273558784841973,-0.11483333333333157,[]
1856,7.995916666666666,4.174022968678486,-0.23774999999999835,[]
1857,7.758166666666668,4.157043216705301,0.3420833333333331,[]
1858,8.10025,4.162915026857182,0.15174999999999983,[]
1859,8.252,4.171688646899078,-0.29116666666666724,[]
1860,7.960833333333333,4.638086312143068,-0.11433333333333184,[]
1861,7.846500000000002,4.533702396129092,-0.2879166666666668,[]
1862,7.558583333333335,4.620556161660148,0.5532499999999985,[]
1863,8.111833333333333,4.058912186644211,-0.12824999999999864,[]
1864,7.983583333333335,4.479310725590366,0.19424999999999937,[]
1865,8.177833333333334,4.3643211735109,0.11433333333333273,[]
1866,8.292166666666667,4.166706689807778,0.144166666666667,[]
1867,8.436333333333334,4.142550147218767,-0.1884166666666669,[]
1868,8.247916666666667,4.499729278122063,0.18416666666666615,[]
1869,8.432083333333333,4.4015296480945745,-0.23075000000000045,[]
1870,8.201333333333332,4.58457568617012,-0.08624999999999972,[]
1871,8.115083333333333,4.547540937296649,0.07874999999999943,[]
1872,8.193833333333332,4.503803204576722,0.15725000000000122,[]
1873,8.351083333333333,4.234747108906137,0.08241666666666703,[]
1874,8.4335,4.272688000544856,-0.5739166666666664,[]
1875,7.859583333333334,4.481764058536426,0.22049999999999859,[]
1876,8.080083333333333,4.448287338184838,0.45950000000000024,[]
1877,8.539583333333333,4.363310468331993,0.2901666666666678,[]
1878,8.82975,4.243028127116293,-0.6639166666666689,[]
1879,8.165833333333332,4.284984535820663,-0.047083333333333144,[]
1880,8.118749999999999,4.429679975743168,0.1521666666666679,[]
1881,8.270916666666666,4.244515646854054,-0.14199999999999946,[]
1882,8.128916666666667,4.181586590006504,-0.1520000000000019,[]
1883,7.976916666666665,4.412418695347887,-0.20324999999999793,[]
1884,7.773666666666667,4.184982543438967,0.1460000000000008,[]
1885,7.919666666666668,4.329447584725896,0.03483333333333061,[]
1886,7.954499999999999,4.421571223369961,-0.03958333333333197,[]
1887,7.914916666666667,4.465202299604004,0.17558333333333387,[]
1888,8.0905,4.395822135846718,0.2284999999999986,[]
1889,8.318999999999999,4.284511835281433,-0.3473333333333324,[]
1890,7.971666666666667,4.325630904529676,0.04766666666666719,[]
1891,8.019333333333334,4.353737041005373,0.046499999999999986,[]
1892,8.065833333333334,4.341098974402168,-0.009083333333334664,[]
1893,8.05675,4.580237568893125,0.1042500000000004,[]
1894,8.161,4.248774823404978,-0.013999999999999346,[]
1895,8.147,4.408638754385152,0.06791666666666529,[]
1896,8.214916666666666,4.3481208864353755,0.07841666666666924,[]
1897,8.293333333333335,4.455827819334535,-0.11533333333333573,[]
1898,8.177999999999999,4.335521960118143,0.2183333333333337,[]
1899,8.396333333333333,4.293886532682897,0.10524999999999984,[]
1900,8.501583333333333,4.316722144913763,0.04033333333333289,[]
1901,8.541916666666665,4.242117267323267,-0.23749999999999893,[]
1902,8.304416666666667,4.206736035977167,-0.08424999999999905,[]
1903,8.220166666666668,4.089783100062344,-0.12925000000000075,[]
1904,8.090916666666667,4.271454464588795,0.13424999999999798,[]
1905,8.225166666666665,4.3222532478892175,0.15391666666666914,[]
1906,8.379083333333334,4.330314874200515,-0.43191666666666695,[]
1907,7.947166666666667,4.312608449522039,0.23891666666666733,[]
1908,8.186083333333334,4.357356489477179,-0.007833333333334025,[]
1909,8.17825,4.347126064520483,0.04475000000000051,[]
1910,8.223,4.358177600786824,-0.045999999999999375,[]
1911,8.177000000000001,4.325159207088991,-0.011583333333334167,[]
1912,8.165416666666667,4.136375213846324,0.13233333333333164,[]
1913,8.297749999999999,4.233806524571004,0.2927500000000016,[]
1914,8.5905,4.13043662946183,0.002666666666666373,[]
1915,8.593166666666667,4.209418285886491,-0.367916666666666,[]
1916,8.22525,4.260854650673579,-0.2019166666666692,[]
1917,8.023333333333332,4.3778104369904165,0.10749999999999993,[]
1918,8.130833333333332,4.308146369250805,0.2514166666666693,[]
1919,8.38225,4.332965999655047,-0.023500000000002075,[]
1920,8.358749999999999,4.261225901955915,0.21225000000000094,[]
1921,8.571,4.144156870422096,-0.16299999999999848,[]
1922,8.408000000000001,4.268597740085925,0.01416666666666444,[]
1923,8.422166666666666,4.164830585456695,0.08466666666666889,[]
1924,8.506833333333335,4.208804577575708,0.027583333333332405,[]
1925,8.534416666666667,4.124795660763762,0.19441666666666713,[]
1926,8.728833333333334,3.9776893592749154,-0.20675000000000132,[]
1927,8.522083333333333,4.289416480484911,0.11008333333333375,[]
1928,8.632166666666667,4.056148888484686,-0.38975000000000115,[]
1929,8.242416666666665,4.349435585190591,0.3911666666666669,[]
1930,8.633583333333332,4.159167193448174,0.08566666666666833,[]
1931,8.71925,4.270482488841278,-0.013999999999999346,[]
1932,8.705250000000001,4.155604431066557,-0.3670000000000009,[]
1933,8.33825,4.313395030309651,0.29008333333333525,[]
1934,8.628333333333336,4.1220701581716055,-0.11258333333333681,[]
1935,8.515749999999999,4.169259009404429,0.03825000000000145,[]
1936,8.554,4.321187780383228,0.1443333333333321,[]
1937,8.698333333333332,4.2824485078307974,0.16533333333333466,[]
1938,8.863666666666667,4.15576880840223,-0.1033333333333335,[]
1939,8.760333333333334,4.080544312820152,0.0043333333333333,[]
1940,8.764666666666667,4.197977535538857,0.0039999999999995595,[]
1941,8.768666666666666,4.209387531326724,-0.04025000000000212,[]
1942,8.728416666666664,4.133562536487813,0.02666666666666906,[]
1943,8.755083333333333,4.130958715567395,0.08991666666666731,[]
1944,8.845,4.124082402991806,-0.26016666666666843,[]
1945,8.584833333333332,4.347931229012508,0.09208333333333307,[]
1946,8.676916666666665,4.163737673019546,0.12016666666666787,[]
1947,8.797083333333333,4.154671536522339,-0.050333333333332675,[]
1948,8.74675,4.199829205356649,-0.16000000000000014,[]
1949,8.58675,4.159320880564519,-0.22149999999999892,[]
1950,8.365250000000001,4.29112811750399,0.2604166666666643,[]
1951,8.625666666666666,4.321810757335659,0.01258333333333539,[]
1952,8.638250000000001,4.226076137604874,0.23549999999999827,[]
1953,8.87375,4.115353794531726,-0.31308333333333316,[]
1954,8.560666666666666,4.245059193410094,0.06558333333333444,[]
1955,8.62625,4.242648428458337,-0.34666666666666757,[]
1956,8.279583333333333,4.137467048374994,0.45291666666666686,[]
1957,8.7325,4.205160331862112,0.04125000000000156,[]
1958,8.773750000000001,3.9466901560041423,-0.04108333333333647,[]
1959,8.732666666666665,4.1222004708919995,-0.1489166666666648,[]
1960,8.58375,4.119027699287782,0.2139166666666661,[]
1961,8.797666666666666,4.139508069270497,-0.051750000000000185,[]
1962,8.745916666666666,3.9928933631794155,0.11008333333333375,[]
1963,8.856,4.151851875970529,-0.44633333333333347,[]
1964,8.409666666666666,4.15638481402074,0.11775000000000091,[]
1965,8.527416666666667,4.118013527141724,0.07191666666666663,[]
1966,8.599333333333334,4.239576616702297,0.10074999999999967,[]
1967,8.700083333333334,4.172415017275832,-0.18374999999999986,[]
1968,8.516333333333334,4.089567302566644,0.07874999999999943,[]
1969,8.595083333333333,4.287228212150078,0.105833333333333,[]
1970,8.700916666666666,4.126473281514803,-0.1016666666666648,[]
1971,8.599250000000001,4.123968115884668,-0.09966666666666768,[]
1972,8.499583333333334,4.356999913134674,0.4486666666666661,[]
1973,8.94825,4.086631582061197,-0.48075000000000045,[]
1974,8.4675,4.301263951832453,0.27733333333333476,[]
1975,8.744833333333334,4.106686150521962,-0.39758333333333695,[]
1976,8.347249999999997,4.122848572791227,0.5030000000000019,[]
1977,8.850249999999999,4.227829055299343,-0.15750000000000064,[]
1978,8.692749999999998,4.037786958326719,0.040666666666668405,[]
1979,8.733416666666667,4.101392841835022,0.24691666666666556,[]
1980,8.980333333333332,4.167621970487354,0.1855000000000011,[]
1981,9.165833333333333,3.978126733219488,-0.5266666666666673,[]
1982,8.639166666666666,4.159385327852609,0.38899999999999935,[]
1983,9.028166666666666,4.074613454740898,-0.3363333333333305,[]
1984,8.691833333333335,4.257376849527053,-0.0338333333333356,[]
1985,8.658,4.176477562891166,0.17558333333333387,[]
1986,8.833583333333333,3.997874486489317,0.1608333333333345,[]
1987,8.994416666666668,4.111497992588049,0.20716666666666583,[]
1988,9.201583333333334,4.210272248883939,-0.2795833333333313,[]
1989,8.922000000000002,4.108792746456474,0.3121666666666645,[]
1990,9.234166666666667,4.020537025351492,-0.0547500000000003,[]
1991,9.179416666666667,4.2169815717393035,-0.3428333333333349,[]
1992,8.836583333333332,3.8936192130701337,0.030000000000001137,[]
1993,8.866583333333333,4.030271071494103,0.1721666666666657,[]
1994,9.038749999999999,4.255265368242815,0.30833333333333535,[]
1995,9.347083333333334,4.099547870565186,-0.3081666666666667,[]
1996,9.038916666666667,4.16011386980239,0.16366666666666418,[]
1997,9.202583333333331,4.10293972777108,0.3200833333333346,[]
1998,9.522666666666666,4.1924484956751575,-0.23758333333333326,[]
1999,9.285083333333333,4.033360704969106,-0.08391666666666531,[]
2000,9.201166666666667,4.206174664175936,0.21341666666666725,[]
2001,9.414583333333335,4.1615156986033615,0.15583333333333194,[]
2002,9.570416666666667,4.0582779898690475,-0.04483333333333306,[]
2003,9.525583333333334,4.036398300843904,-0.2010000000000005,[]
2004,9.324583333333333,3.891486786528026,0.3763333333333332,[]
2005,9.700916666666666,4.104628169484079,-0.16841666666666733,[]
2006,9.532499999999999,4.1138992553699385,0.19966666666666733,[]
2007,9.732166666666666,4.045035410502882,-0.3004166666666652,[]
2008,9.431750000000001,4.215489574671804,0.07349999999999923,[]
2009,9.50525,4.18140582669274,0.19783333333333175,[]
2010,9.703083333333332,4.111155321365137,-0.18708333333333194,[]
2011,9.516,4.305779294545104,-0.0086666666666666,[]
2012,9.507333333333333,4.355721875367567,0.09916666666666707,[]
2013,9.6065,4.1229730878740085,-0.035833333333334494,[]
2014,9.570666666666666,4.208864223939227,0.2603333333333353,[]
2015,9.831000000000001,3.9449155462020564,,[]
